,0,1,2,3
10,FATHER X3,80purppp,Hip-Hop,"{'lyrics': ""I like to bike ride in the summer time\nI like the night vibe enough\nI like to light herbs with this trick of mine\nDo it make you vibe enough?\nDo it make you vibe enough?\nIt's not flawless\nBought it pre made I'm rolling in top dollar\nIn the new whip\nI'm driving to fuck daughters\nOnly ones I like is the ones who ain't got fathers\nFather, father, father please\nTell me what im missing im falling into the deep\nIf you really love me then set me free\nIty bitty lunatics is all I see\nAll these bitches toxic\nFeel like I'm pretty Britney\nDriving through my city\nFuck you if you ain't with me\nNiggas turn to shrimps\nNemo can't find a 50\nAt least you got girl\nAin't know she fifty fifty\nCame here from the bottom\nTurned back and looked at sodom\nMy cousin j they shot him\nI prayed that they ain't got him\nOnly girls I want is the ones who like gang violence\nOnly girls I like is the ones who got they problems\nFather, father, father please\nTell me what im missing im falling into the deep\nIf you really love me then set me free\nIty bitty lunatics is all I see\nFather father father, why?\nAll these bitches awful and think they should get a nine\nIf you really love me then bang my line\nMost these bitches taking advantages of my time"", 'source': 'Source: Musixmatch'}"
11,Lights Camera Action,Merkules,Hip-Hop,"{'lyrics': 'Lights, camera, action!\nLights, camera, action!\nLights, camera, action!', 'source': 'Source: Musixmatch'}"
12,Leaving,Kwazii,Hip-Hop,"{'lyrics': ""It takes hell of a heart to know what a heart really needs\nAnd I'm finding out that love ain't what love's cut out to be\nAnd if I was not my momma's boy, I'd leave you crying in this car\nPunch a hole in your damn dashboard and forget the girl you are\n\nWe've been fighting for so long it'd be a shame to let this go\nBut I'd rather let it lie than hurt a sweet girl I know\nAnd it's getting dark now so won't you just stay?\nAnd I'll tell you that I love you 'til the leaving goes away\n\n'Til the leaving leaves this house, no we ain't going out\n'Til I make some promises I can't keep\nAnd I wish I could explain how the toxins in my brain\nGet me so damn down sometimes I can't speak\n\nAnd you'll try to understand why I can't be a better man\nBut it's hard when I'm yelling at you in the street\nSo if leaving comes to staying, and you walk yourself away\nLeave knowing that no one could love you more than me\n\nAnd I hope the world don't mind all the simple things I ask\nLike a porch with good lighting and to hear my lady laugh\nAnd I'll act indifferent because I don't wanna leave\n'Cause leaving's for a younger man I don't wanna be\n\n'Til the leaving leaves this house, no we ain't going out\n'Til I make some promises that I can't keep\nAnd I wish I could explain how the toxins in my brain\nGet me so damn down sometimes I can't speak\n\nAnd you'll try to understand why I can't be a better man\nBut it's hard when I'm yelling at you in the street\nSo if leaving comes to staying, and you walk yourself away\nLeave knowing that no one could love you more than me"", 'source': 'Source: Musixmatch'}"
13,Trendsetter,Connor Price,Hip-Hop,"{'lyrics': ""(The number you have dialed is not available in prison)\r\n(Please leave your message after the beep)\r\n\r\nYeah\r\nTrendsetter, whoa\r\nLeague of my own it don't get better, no\r\nRead what I wrote I'm a best seller, yeah\r\nReach for my goals hit it dead center\r\nHit it dead center\r\n\r\nBullseye hit it the most there's no misses\r\nSomething like fish in a barrel it's no different\r\nBlindfold on me I still got the most vision\r\nTrendsetter told 'em before but they don't listen\r\nBatter better bring a better bat because I'm bigger, better\r\nSolo singles selling several shows out every single second\r\nPeter Piper picked a peck of pickled peppers\r\nConnor came and crushed the competition\r\nHope they get the message\r\nLook\r\nLiving it fast, been in my Eminem bag\r\nI never go slow\r\nThinking I'll crash, end up a thing in the past\r\nThey know I won't though\r\nBig fish catching me, they gon' need a bigger boat\r\nIronic how the world stops when I spin the globe (spin the globe)\r\nAlways showing up\r\nLast year's songs still holding up (uh-huh)\r\nSee the name now and they know what's up (right, yeah, ayy)\r\nPrice hit the top and it's going up\r\n\r\nI'm a trendsetter, whoa\r\nLeague of my own it don't get better, no\r\nRead what I wrote I'm a best seller, yeah\r\nReach for my goals hit it dead center\r\nHit it dead center\r\nYeah, ayy\r\nTrendsetter, whoa\r\nLeague of my own it don't get better, no\r\nRead what I wrote I'm a best seller, yeah\r\nReach for my goals hit it dead center\r\nHit it dead center\r\n\r\nB-O-D\r\nGet the spell checker, fact check and prevent errors\r\nGoing up, see the bent lever\r\nJalapeño hot, y'all just red peppers\r\nAll y'all carbon copies but I'm left center (yeah)\r\nAnd your shorty glitching on me like a tech center\r\nHit her with a French tenor\r\nCrazy, wait until I do the next record, I'll leave heads severed\r\nI don't need to hit the bench ever\r\nBut if I do, I'm PR'ing to the next level\r\nCondor flights to Lufthansa\r\nAlready know who you people fans of\r\nCall me big daddy in a big body wrangler\r\nCall me big daddy, Adam Sandler\r\nBullseye, aiming for a cottage with a poolside\r\nFull size\r\n\r\nAlways showing up\r\nLast year's songs still holding up\r\nSee the name now and they know what's up\r\nPrice hit the top and it's going up\r\n\r\nI'm a trendsetter, whoa\r\nLeague of my own it don't get better, no\r\nRead what I wrote I'm a best seller, yeah\r\nReach for my goals hit it dead center\r\nHit it dead center"", 'source': 'Source: LyricFind'}"
14,Only You,AR Paisley,Hip-Hop,"{'lyrics': 'I thought I told you that we won\'t stop \r\nI thought I told you that we won\'t stop \r\nI thought I told you that we won\'t stop \r\nI thought I told you that we won\'t stop \r\nI thought I told you that we won\'t stop \r\nI thought I told you that we won\'t stop \r\nI thought I told you that we won\'t stop \r\nI thought I told you that we won\'t stop \r\n\r\nJesus, the Notorious just\r\nPlease us with your lyrical thesis\r\nWe just chilling, milk \'em, ""Top Billin\'""\r\nSilk and, pure linen, me and, Lil\' Cease \r\nMalibu sea breeze, Dom P\'s, palm trees\r\nCats named Pablo in milked out Diablos (that\'s right)\r\nThe williest (what?) bitches be the silliest\r\nThe more I smoke, the smaller the Phillie gets\r\nRoom 112, where the players dwell\r\nAnd stash more cash than Bert Padell, inhale\r\nMake you feel good like Tony Toni Tone (feels good)\r\nDick up in your middle like Monie (yes)\r\nShe don\'t know but she setting up to blow me (yes)\r\nTry to style, flying north with a homey (yes)\r\nEscada, Don Dada, player, stay splurging\r\nGame so tight they call it virgin\r\n\r\nOh I, need to know, where we stand\r\nDo we share this special thing called love \r\nI know I do, what about you\r\nI just can\'t get enough of your love, I need you in my life\r\n\r\nWhere do I go, what do I do\r\nI can\'t live without your love\r\nThinkin\' of you, makes me feel\r\nLike I\'m the only one for you\r\n\r\nGirl I want, to be with you\r\nNo one else, only you\r\nWhy can\'t we just make it happen\r\nBaby, I need you in my life\r\n\r\nEvery time I\'m with you\r\nNever want it to come to an end (thought I told you that we won\'t stop)\r\nAlways make me so happy\r\nYou\'ll always have a place in my heart, I need you in my life \r\n\r\nWhere do I go, what do I do\r\n\'Cause I can\'t live without your love\r\nThinkin\' of you, makes me feel\r\nLike I\'m the only one for you\r\n\r\nNow you can hum all you want to, cum all you want to\r\nMoney I\'ma front you, girl I wanna flaunt you (that\'s right)\r\nI\'ma always want you when nobody wants you (uh-huh)\r\nIf I die now my love\'ll still haunt you (c\'mon)\r\nMase ain\'t the one that\'ll pay for your phone (Mase ain\'t the one)\r\nMase be the one that\'ll take you home (that\'s right)\r\nEven though I\'m not the one that gave you the stone (yeah)\r\nOn your days alone I can make you moan\r\nEverybody know I got more bounce than the ounce\r\nBad Boy get more money than you can count\r\nWhy I\'m buying things you can\'t even pronounce\r\nI\'d do it to you cats for a large amount \r\nAnd when the beef come, you no where to be found\r\nWhile I\'ll be around \'til the winner is announced (The winner is)\r\nHere you go girl with thousands in ya palms\r\nWhy you can\'t let bygones be bygones (Goodfellas)\r\n\r\nWhere do I go, what must I do\r\nIf I can\'t live without your love\r\nThinking of you, makes me feel baby\r\nLike I\'m the only one for you\r\n\r\nGirl I want to, be with you\r\nNo one else, only you\r\nWhy can\'t we just make it happen\r\nBaby, I need you in my life\r\n\r\nI thought I told you that we won\'t stop\r\nI thought I told you that we won\'t stop \r\nI thought I told you that we won\'t stop\r\nI thought I told you that we won\'t stop \r\nI thought I told you that we won\'t stop\r\nI thought I told you that we won\'t stop \r\nI thought I told you that we won\'t stop\r\nI thought I told you that we won\'t stop \r\n\r\nI thought I told you that we won\'t stop \r\nI thought I told you that we won\'t stop', 'source': 'Source: LyricFind'}"
15,"False Idols (with Lil Baby, Suzanna Son)",The Weeknd,Hip-Hop,"{'lyrics': ""Be careful with who you call a God\r\nI can't go without my pole and my rod\r\nSip the cup and then I nod\r\nMade a hundred million, must be good at my job\r\n\r\nI done made it out the land of the brave\r\nI can tell you, shake my hand, that is fate\r\nFree the guys, the ones who never made a stage\r\nSlidin' with a Drac', I made it home safe\r\nBaseball numbers on all of my contracts\r\nBig and them buddies, they all on my contacts\r\nI get you hit on GP, they grow nothin' back\r\nMade twenty million last month, tryna run it back \r\n(Watch us over like a God) (run it back, run it back, run it back)\r\nIt goes down, I'm the one they gon' blame\r\nGotta leave with my soul, how I came\r\nI know it look lit when I'm rockin' these chains\r\nBut I went through a lot for this money and fame\r\n(This money and fame, this money and fame)\r\nFor this money and fame\r\nI did a lot to get here, no comment\r\nI put a lot in my ear, both of 'em\r\nThe Rari is fast as it gets, hold on\r\nI'm 'bout to take her back with me\r\nI don't want beef with you niggas\r\nMy beef with the system\r\nBig bro at the end of his habeas\r\nI talk to him daily, I told him he still comin' home\r\nI just hope he don't think I'm just sayin' shit\r\nWhen money keeps comin', the feelin' is great\r\nI pay eight figure taxes, no more section eight\r\nI was workin' my wrist tryna see what it take\r\nMade a thirty to sixty, the feeling's amazing\r\nNow I can charge by the hour, sixty minutes\r\nSay they pay me a minute, that's crazy\r\nMy diamonds really be shinin', no shade\r\nI'm goin' all in, no stoppin', okay\r\n\r\nWatch us over like a God\r\nMakes you hurt again\r\nSo you can heal and say amen\r\nWe will change for you\r\nWe will die for you, ah-huh (yeah-yeah)\r\n\r\nBe careful who you call God\r\nL.A filled with fake prophecies\r\nThey hate it when you get on top\r\nMagazines tarnish legacies\r\nCan you tell me how much did it cost?\r\nA hundred mill' ain't a stretch for me\r\nPackin' stadiums 'cause I'm a star\r\nBots can't buy box seats\r\nIf you ain't down, you an enemy\r\nI got followers that'll kill for me\r\nAnd they linin' up like a DMV\r\nWith the finest girls that you've ever seen\r\nShe from California, she's so aligned\r\nDiet Coke with the coke diet\r\nShe ride my face with my stash watch\r\nShe got Chrome Hearts on with the black attire\r\nMy niggas roll with the chrome and the heavy metal\r\nTalkin' guns, no roses, it ain't Coachella\r\nI'm a good fella, I'm a good fella\r\nJohnny Depp with the blow, I'm a good fella\r\nI'm in paradise, I'm in paradise\r\nBut these false idols got me terrified\r\nI'm so terrified, I'm so terri-\r\nLife is war in the face of God\r\nWe still walk in when the cameras off\r\nShe a femme fatale, she a superstar\r\nEven down to the way that she breakin' hearts\r\nShe ain't actin', I'm not an actor\r\n'Cause reality is what I'm after\r\nReal emotions, I'm tryna capture\r\nSuck my soul up, like the rapture\r\nDon't remember my last line, man I cut up these lines\r\nRumors that you heard about me is right\r\nEven startin' to believin' all they lies\r\nEven startin' to believin' all they lies\r\nSo terrified in this paradise\r\nI'm so terrified, oh\r\n\r\nWatch us over like a God (oh-oh, oh)\r\nMakes you hurt again\r\nSo you can heal and say amen\r\nWe will change for you (I need you\r\nWe will die for you, ah-huh\r\n\r\nOoh-ooh\r\nOoh-ooh\r\nOoh-ooh\r\nHe is coming\r\nHe will find her\r\nHe will fix her\r\nAnd make us better, ooh\r\n\r\nOoh-ooh\r\nOoh-ooh\r\nLike a God in the sky watchin' over you\r\nWould you hide in his hands and you'll be brand new?\r\nLike a God\r\nLike a God\r\nLike a God"", 'source': 'Source: LyricFind'}"
16,No Mistakes,Dom Vallie,Hip-Hop,"{'lyrics': ""Believe it or not\nBelieve it or not\n\nMake no mistake, girl, I still love you\nMake no mistake, girl, I still love you\nMake no mistake, girl, I still love you\nMake no mistake, girl, I still love you\n\nTake the top off, let the sun come in (the Lord still shines on you)\nWoah, for all my dogs that stay down, we up again (again)\nOh, I got dirt on my name, I got white on my beard\nI had debt on my books, it's been a shaky ass year\nLet me make this clear, so all y'all see\nI don't take advice from people less successful than me, hah?\n\nAin't no love lost, but the gloves off\nAnd we up in this bitch until they turn the club off\nHad to tell the dogs, turn the snubs off\nPlus they already mad that the Cubs lost\n\n(Believe it or not)\nThese two wrongs'll right you\n(Believe it or not, the Lord still shines on you)\nI was too grown in high school\n(Believe it or not)\nThe true soul of Ice Cube\nToo close to snipe you\nTruth told, I like you\nToo bold to type you\nToo rich to fight you\nCalm down, you light skin\n\nMake no mistake, girl, I still love you (make no)\nMake no mistake, girl, I still love you (no way)\nMake no mistake, girl, I still love you\nMake no mistake, girl, I still love you\nMake no mistake, girl, I still love you (no way)\nMake no mistake, girl, I still love you"", 'source': 'Source: Musixmatch'}"
17,S T A R,Tara Lord,Hip-Hop,"{'lyrics': ""Just like a star\nI stay here for long\nWhile everything is changed\nI just cannot help but stay, oh\n\nJust like a star\nDon't even see myself get old\nIt's hard to be explained\nI wanna break away\nI keep on praying\nOh, why?\n\nIf my tears fall\nDown in my universe\nTurns into a new world\nTime to find my way back home\n\nThousand years' gone\nI don't feel nothing no more\nYou're the one I long for\nNow it's time to go\nI hover like a star\n\nJust like a star\nAll the memories got stuck\nI'm tired of the past\nI want to break away\nOh, I\n\nIf my tears fall\nDown in my universe\nTurns into a new world\nTime to find my way back home\n\nThousand years' gone\nI don't feel nothing no more\nYou're the one I long for\nNow it's time to go\nI hover like a star"", 'source': 'Source: Musixmatch'}"
18,Sure Enough,Classified,Hip-Hop,"{'lyrics': ""Oh it's such a cliche\nHating on the man these days\nAnd I don't need the rebate\nStart the party like DJs\nAnd I'm a let the beat break\nWatch em do whatever we say\nThe beats and the lines are dope\nThe beats and the lines are dope\n\nI hit em like a heart attack\nI'm keep fresh off the bargain rack\nThe one that your dog keeps on barking at\nWhen I roll into town on the artic cat\nAh, looking like some kind of hearty snack\nI can hit ya with the bars or the party raps\nBetter give it all a rest like it's cardiac, flat line\nI take this serious it ain't a joke to me\nStakes is high, like cows smoking weed\nToo compulsive, blame the OCD\nSet the mood, I ain't talking jodecide\nI been through the heavens, I been through the highs and lows\nClass and Masta Ace, back to crash the place\nStats and accolades what you ain't know, bro\n\nTurn it up turn it up\nPut the pedal to the metal kid hurry up\nDrop this in the mix then stir it up\nOld school in this bitch never heard of us?\n25 in the game, like I'm murderous\nGotta give it to me straight ain't no curving us\nNo cap, dope rap every verse I bus\nBut can he do it all again, sure enough\n\nOh it's such a cliche\nHating on the man these days\nAnd I don't need the rebate\nStart the party like DJs\nAnd I'm a let the beat break\nWatch em do whatever we say\nThe beats and the lines are dope\nThe beats and the lines are dope\n\nEverybody knows I've been around\nPutting these rap dudes in the ground\nDearly beloved we are gathered here today\nSo I can break fool no spin around\nNo windmills, no headspins. Tight with the flow like best friends\nIt's funny when the pawns drop coming for the king\nThat's when the silly game of chess ends\nI'm a clear the board like a reset\nRob base all I want is respect\nA slick brother who can easily out fox shit\nWord to Sean Price and the dseps\nI can transform like voltron\nAnd I got a will that's so strong\nI'm a make sure that they see the real me\nOn every platform that I post on\nYa'll about looks and appearances\nBut that shit's for the weak minded\nPosted up pics of your fake fun\nWell y'all doing that we grinded\nI could break it down to the white meat\nAll I really need is the right beat\nWord to my name I'm a put 'em all to shame\nBe a pain in they ass like a bike seat\n\nTurn it up turn it up\nPut the pedal to the metal kid hurry up\nDrop this in the mix then stir it up\nOld school in this bitch never heard of us?\n25 in the game, like I'm murderous\nGotta give it to me straight ain't no curving us\nNo cap, dope rap every verse I bus\nBut can he do it all again, sure enough\n\nOh it's such a cliche\nHating on the man these days\nAnd I don't need the rebate\nStart the party like DJs\nAnd I'm a let the beat break\nWatch em do whatever we say\nThe beats and the lines are dope\nThe beats and the lines are dope"", 'source': 'Source: Musixmatch'}"
19,As We Speak (feat. Drake),Yeat,Hip-Hop,"{'lyrics': 'We been overseas, Palermo by the beach\r\nWhich one you want? (Yeah), I think I\'m \'bout to tweak\r\nKnow it\'s weighin\' on your mind, it\'s weighin\' as we speak (yeah)\r\nYou say, ""It\'s all fine,"" but it was bad last week (week)\r\nYou say you wanna talk as we speak\r\nYou say you wanna walk, move them feet (feet)\r\nLay \'em down in chalk, dead in the street (yeah)\r\nAlways lose my mind (yeah)\r\nPut in on the timeline (yeah), put in on the Instagram\r\nPut it on the limelight, put it on her head right\r\nConscious on the bedside (yeah), not a phone in sight\r\nAll we call is the night (yeah), oh, you wanna feel? Alright\r\nI\'ma show you how to feel (yeah), but I\'ll tell you this first\r\nLast supper was my meal, I need blood to converse\r\nWipe my hands of the deal (yeah), put it in a hearse\r\n(Yeah)\r\nWorse come to worst, put it on a verse, put it on the moon\r\nWorse come worst, I don\'t want the words, I want ya room\r\nFirst come first, but come first, yeah, and I\'ll serve you\r\nThey all want the new me, but I want the old you\r\nTell me what you did, put in on the light\r\nI am down to rage, I am down to fight (yeah, yeah)\r\nAll you ever do is ride it like a bike\r\nWhat come first? Everything worse (woo)\r\nEverything worse\r\nTake a break first\r\n\'Fore you get heated, \'fore you get worse (yeah)\r\nI can\'t put it into words but I do it first (look)\r\n\r\nShout to Big Boat, I\'m so concrete\r\nJust made ten mil\' as we speak (yeah)\r\nLike snow to the 6ix, like sand to the beach\r\nShe wanna bring her friend, girl, I got no backseat, fuck (ooh)\r\nBack in America, fuckin\' a hoe from the ratchetest area, what?\r\nSpanish hoes love me, they talk to me like I\'m from Latin America, what?\r\nWe know your girl, she get tossed in the circle like Captain America, what?\r\nYou boys are jokin\', it\'s actually embarrassin\'\r\nMe and Lil Twizzy\'s just slappin\' in Maryland (uh)\r\nLosses I took but like, ""Fuck it, oh well""\r\nReally can\'t even spell ball with no L\'s\r\nThey love to act like they hot on my trail\r\nThought he was big \'til I got on the scale\r\nMy nigga flicked up with an Owl chain on in the Range\r\nDon\'t know how he got it in jail (woo, woo)\r\n\r\nDon\'t know\r\nNo idea, no idea\r\nDon\'t know, don\'t know\r\nDon\'t know (I\'m back again, yeah)\r\n\r\nLet the money come first, let the money converse\r\nWe got billion dollar money, which one first?\r\nI could put you in this building, I could give you much worse\r\nI could tear it all down, make a huff and puff hurt\r\nAnd you cheaper than some dirt\r\nI\'ll make this shit hurt\r\nYeah, take you to the edge\r\nAnd push you off the Earth\r\nAnd all I wanna see is somethin\'\r\nAnd all I wanna feel is somethin\'\r\nAs we speak, it\'s not for discussion\r\nTime again, you always bluffin\'\r\nYeah, you always bluffin\', you always\r\nHidin\' in your roots, hidin\' in your lies, always somethin\' and\r\nDon\'t wanna tell the truth, you won\'t tell them all what you told me, yeah\r\nYeah, I\'ma sit around and I\'ma hide, yeah, \'til you find me, yeah', 'source': 'Source: LyricFind'}"
